text,intent,sentiment
Atrocious service with ZENDBiz Connect 1G,complaint,neutral
Appalling service with ZENDFiber Home 100 Mbps.,complaint,neutral
Prepaid Plus service is poor,complaint,neutral
Can you refund ZENDStorage 1TB,refund,neutral
Postpaid Gold lagging,technical,neutral
ZENDFleet IoT quality is dreadful,complaint,neutral
My ZENDFiber Home 100 Mbps isn't working,technical,neutral
I want a money back for ZENDBiz Connect 500,refund,neutral
I request refund for Prepaid Plus.,refund,neutral
Tell me about ZENDBiz Connect 500 FUP limit,product,neutral
ZENDFiber Home 100 Mbps experience is atrocious,complaint,neutral
Info on ZENDBiz Connect 100.,product,happy
Is Postpaid Platinum 5G enabled,product,neutral
I seek reimbursement for ZENDBiz Connect 100.,refund,neutral
Wrong invoice for ZENDCloud VM Basic,billing,angry
I want refund for ZENDCloud VM Enterprise,refund,neutral
My ZENDOffice Net 1G failure,technical,neutral
Does Postpaid Gold 5G compatible?,product,neutral
I require refund for Postpaid Gold,refund,neutral
Refund for ZENDOffice Net 500 - bought 3 days ago,refund,neutral
Cannot log into my ZENDOffice Net 200 account,technical,neutral
I require a reimbursement for ZENDSmart Traffic,refund,neutral
Can't access my ZENDSmart Traffic dashboard,technical,neutral
I seek a return for Postpaid Silver,refund,neutral
The ZENDFleet IoT invoice shows $48,billing,neutral
Issue with charge for ZENDFiber 1 Gbps?,billing,neutral
ZENDEnterprise Ultra business capabilities?,product,happy
ZENDSmart Traffic is very slow,technical,neutral
Prepaid Unlimited service is awful?,complaint,angry
Refund for ZENDSmart Parking - under 7 days.,refund,neutral
I request a reimbursement for ZENDOffice Net 200.,refund,neutral
Really disappointed with ZENDStorage 1TB?,complaint,neutral
ZENDIndustrial Sensor quality is very poor?,complaint,neutral
Can't log into my ZENDCloud VM Enterprise?,technical,neutral
Prepaid Basic outage in Thailand,technical,neutral
ZENDBiz Connect 100 is too slow,complaint,neutral
How much is ZENDCloud VM Pro in Singapore,product,neutral
Process refund for my ZENDSmart Lighting.,refund,neutral
What's the price of ZENDBiz Connect 100 in Singapore?,product,neutral
My Postpaid Silver billing states $48.,billing,neutral
Unsatisfied with Prepaid Unlimited service,complaint,neutral
My Postpaid Gold has stopped.,technical,neutral
I request a refund for Prepaid Unlimited,refund,neutral
What's the price of ZENDIndustrial Sensor in Singapore?,product,neutral
Can't log into ZENDStorage 1TB service,technical,neutral
Prepaid Basic is slow,technical,neutral
How much is ZENDSmart Traffic in India,product,happy
ZENDCloud VM Basic service is atrocious,complaint,neutral
Cannot access Postpaid Platinum account,technical,neutral
My ZENDStorage 10TB statement states $12.,billing,neutral
ZENDSmart Traffic service is down,technical,neutral
I want refund for ZENDOffice Net 1G,refund,neutral
End Postpaid Gold service and refund,refund,neutral
The ZENDArchive Storage charge is $30,billing,neutral
Discontinue ZENDArchive Storage service and refund,refund,neutral
What features does ZENDFiber 1 Gbps,product,neutral
ZENDIndustrial Sensor service is atrocious,complaint,neutral
ZENDFiber Home 100 Mbps service is abysmal?,complaint,neutral
ZENDFiber Home 300 Mbps too slow,complaint,neutral
The Prepaid Unlimited billing states $54,billing,neutral
I seek a reimbursement for ZENDOffice Net 500.,refund,neutral
ZENDSmart Lighting outage,technical,neutral
My ZENDArchive Storage statement states $72,billing,neutral
ZENDOffice Net 200 refund - within 7 days,refund,neutral
My ZENDArchive Storage is not working,technical,neutral
Information about ZENDSmart Lighting,product,neutral
ZENDStorage 1TB is slow?,technical,neutral
I'm unhappy with Prepaid Unlimited.,complaint,neutral
The ZENDCloud VM Basic statement shows $72,billing,neutral
I need money back for Prepaid Plus,refund,neutral
I would like refund for Postpaid Silver.,refund,neutral
Refund for ZENDBiz Connect 500 - under 7 days,refund,neutral
Error in charge for ZENDFiber Home 100 Mbps,billing,neutral
ZENDStorage 10TB connectivity problem.,technical,neutral
I require money back for Postpaid Platinum,refund,neutral
What is ZENDOffice Net 1G SLA,product,neutral
Why is my ZENDCloud VM Pro statement is $96,billing,neutral
Pathetic service with ZENDBiz Connect 100,complaint,angry
I need a reimbursement for ZENDOffice Net 500.,refund,neutral
ZENDStorage 10TB quality is awful,complaint,angry
Wrong bill for ZENDBiz Connect 1G,billing,neutral
Worst service with ZENDBiz Connect 1G,complaint,angry
What is ZENDBiz Connect 100 SLA,product,neutral
Describe ZENDFleet IoT.,product,neutral
ZENDStorage 1TB quality is worst?,complaint,angry
The Postpaid Platinum charge states $50,billing,neutral
I want a reimbursement for ZENDBiz Connect 100,refund,neutral
I would like a reimbursement for ZENDIndustrial Sensor.,refund,neutral
Extremely disappointed with ZENDOffice Net 200?,complaint,neutral
Features of ZENDStorage 10TB.,product,neutral
Unable to log into Prepaid Basic service,technical,neutral
What's ZENDStorage 10TB fair usage policy?,product,neutral
Features of ZENDBiz Connect 500.,product,neutral
This month's ZENDBiz Connect 500 invoice is wrong,billing,angry
I want return for ZENDFleet IoT,refund,neutral
Why is my ZENDSmart Lighting statement indicates $300,billing,neutral
Prepaid Basic service is very poor,complaint,neutral
Tell me about ZENDCloud VM Basic FUP limit,product,happy
Refund for ZENDOffice Net 1G - within 7 days,refund,neutral
I want a reimbursement for ZENDBiz Connect 1G,refund,neutral
Capabilities of ZENDBiz Connect 100,product,neutral
What does ZENDBiz Connect 1G cost?,product,neutral
Why is my Prepaid Unlimited charge states $77,billing,neutral
Unable to log into my ZENDEnterprise Ultra account?,technical,neutral
Features of ZENDOffice Net 500,product,neutral
What's ZENDSmart Traffic SLA guarantee,product,happy
I need a return for ZENDFiber 1 Gbps,refund,neutral
Abysmal experience with ZENDFiber 1 Gbps.,complaint,neutral
Pathetic experience with ZENDFleet IoT,complaint,angry
Unsatisfied with ZENDCloud VM Enterprise service,complaint,neutral
Prepaid Basic stopped working,technical,neutral
What's ZENDEnterprise Dedicated service level?,product,happy
I require reimbursement for ZENDStorage 1TB.,refund,neutral
Can't connect to my ZENDFleet IoT account.,technical,neutral
My ZENDFiber Home 300 Mbps billing shows $77?,billing,neutral
What's the price of Prepaid Basic in Singapore,product,neutral
My ZENDCloud VM Pro service is down,technical,neutral
What are the features of ZENDIndustrial Sensor have,product,neutral
How much does Prepaid Unlimited cost in India,product,happy
Features of ZENDSmart Traffic have.,product,neutral
Can't log into my ZENDStorage 1TB.,technical,neutral
Can't connect to my ZENDStorage 1TB service.,technical,neutral
Does ZENDOffice Net 500 support enterprise features,product,neutral
Discontinue ZENDFiber Home 100 Mbps and refund,refund,neutral
Issue refund for my ZENDOffice Net 200,refund,neutral
Pathetic quality with ZENDFiber Home 300 Mbps,complaint,angry
Return payment for ZENDArchive Storage,refund,neutral
I request reimbursement for Prepaid Plus.,refund,neutral
ZENDEnterprise Dedicated lagging,technical,neutral
Can you refund my ZENDIndustrial Sensor,refund,neutral
I request a money back for ZENDSmart Parking,refund,neutral
My ZENDSmart Lighting malfunction.,technical,neutral
Cost of ZENDSmart Lighting in USA,product,happy
Tell me about ZENDSmart Parking FUP limit,product,happy
What's ZENDIndustrial Sensor SLA?,product,happy
What does ZENDBiz Connect 100 cost,product,neutral
The ZENDFiber Home 300 Mbps bill indicates $77,billing,neutral
My ZENDOffice Net 1G charge is $54?,billing,neutral
I request a refund for ZENDFleet IoT.,refund,neutral
ZENDBiz Connect 500 quality is very poor,complaint,neutral
Price of ZENDIndustrial Sensor in Thailand.,product,happy
Cannot access ZENDStorage 1TB dashboard,technical,neutral
Can Postpaid Silver 5G enabled,product,neutral
What is ZENDSmart Parking uptime guarantee?,product,neutral
Unable to log into my ZENDCloud VM Basic dashboard.,technical,neutral
Can't access Prepaid Unlimited dashboard,technical,neutral
Why is my ZENDIndustrial Sensor bill is $90,billing,neutral
ZENDBiz Connect 100 service is down,technical,neutral
Can't connect to Prepaid Unlimited dashboard,technical,neutral
Prepaid Basic outage in India,technical,neutral
Atrocious experience with ZENDSmart Lighting,complaint,neutral
ZENDOffice Net 500 is broken,technical,neutral
Why is my Prepaid Unlimited bill shows $48?,billing,neutral
Unable to access ZENDCloud VM Pro,technical,neutral
Give my money back for ZENDFiber Home 100 Mbps,refund,neutral
Why is my ZENDBiz Connect 100 bill is $50,billing,neutral
Refund my ZENDEnterprise Ultra?,refund,neutral
ZENDBiz Connect 100 service is appalling,complaint,neutral
Info on ZENDSmart Parking service.,product,happy
Wrong billing for Prepaid Plus.,billing,neutral
ZENDCloud VM Enterprise is too many problems?,complaint,neutral
Cannot reach ZENDBiz Connect 500 dashboard,technical,neutral
ZENDOffice Net 1G too many problems.,complaint,neutral
ZENDArchive Storage refund - within 7 days,refund,neutral
The ZENDFiber Home 100 Mbps charge shows $143,billing,neutral
Disappointed with ZENDBiz Connect 100,complaint,neutral
What's ZENDEnterprise Ultra service level?,product,neutral
Please process refund for ZENDCloud VM Basic,refund,neutral
Unable to access Prepaid Basic service.,technical,neutral
The ZENDEnterprise Ultra invoice states $36,billing,neutral
My ZENDEnterprise Dedicated bill states $15?,billing,neutral
ZENDIndustrial Sensor service is poor,complaint,neutral
Abysmal service with ZENDFleet IoT.,complaint,neutral
Postpaid Gold quality is awful,complaint,angry
Incorrect billing for ZENDFleet IoT,billing,neutral
Current ZENDSmart Traffic billing is wrong,billing,neutral
ZENDEnterprise Ultra always problematic,complaint,neutral
Abysmal quality with ZENDBiz Connect 500,complaint,neutral
Cannot connect to my ZENDFiber Home 300 Mbps.,technical,neutral
Why is my ZENDFiber 1 Gbps statement indicates $18,billing,neutral
ZENDIndustrial Sensor is never works properly,complaint,neutral
My ZENDFiber 1 Gbps statement is $300,billing,neutral
My ZENDOffice Net 500 bill shows $60,billing,neutral
ZENDEnterprise Ultra offline in Thailand,technical,neutral
ZENDStorage 1TB service is disgusting?,complaint,neutral
The ZENDOffice Net 200 billing indicates $48.,billing,neutral
Current ZENDBiz Connect 100 bill is incorrect,billing,angry
What features does ZENDFleet IoT,product,happy
ZENDFleet IoT service is substandard,complaint,neutral
Price of Postpaid Platinum in USA.,product,happy
ZENDSmart Traffic is too slow,complaint,neutral
Why is my Postpaid Gold billing shows $21,billing,neutral
Cost of Prepaid Unlimited.,product,happy
Unable to access ZENDStorage 1TB,technical,neutral
Awful experience with ZENDFiber Home 100 Mbps,complaint,angry
Current ZENDIndustrial Sensor invoice is incorrect?,billing,angry
ZENDBiz Connect 1G refund - bought 3 days ago.,refund,neutral
Cannot access my ZENDIndustrial Sensor,technical,neutral
I request reimbursement for ZENDEnterprise Ultra,refund,neutral
Unable to log into my ZENDSmart Parking account,technical,neutral
Incorrect statement for Postpaid Platinum.,billing,angry
Terminate Prepaid Plus service and refund.,refund,neutral
Does ZENDFiber Home 300 Mbps support enterprise features,product,neutral
What's the price of Postpaid Silver in USA?,product,happy
What's the price of ZENDArchive Storage in Singapore?,product,happy
Why is my ZENDFiber Home 100 Mbps billing indicates $99,billing,neutral
I need money back for ZENDBiz Connect 100.,refund,neutral
What features does Prepaid Plus,product,neutral
Unable to access Postpaid Gold,technical,neutral
I want return for ZENDOffice Net 1G,refund,neutral
What does ZENDStorage 1TB cost in India,product,neutral
ZENDEnterprise Ultra refund - within policy period,refund,neutral
My Postpaid Platinum bill states $100,billing,neutral
Prepaid Unlimited service is appalling,complaint,neutral
Mistake in bill for ZENDEnterprise Ultra?,billing,neutral
This billing cycle ZENDSmart Traffic invoice has error,billing,angry
The Postpaid Gold bill indicates $40,billing,neutral
Frustrated with ZENDOffice Net 1G service,complaint,neutral
My ZENDStorage 10TB bill states $9,billing,neutral
Unable to log into my Postpaid Platinum service,technical,neutral
Displeased with ZENDFiber 1 Gbps service,complaint,neutral
Why is my ZENDOffice Net 200 billing shows $96,billing,neutral
Why is my ZENDCloud VM Pro charge is $21,billing,neutral
ZENDBiz Connect 100 experience is appalling,complaint,neutral
I need return for ZENDStorage 1TB,refund,neutral
ZENDCloud VM Pro very slow.,technical,neutral
The ZENDBiz Connect 500 invoice shows $60,billing,neutral
Please refund my ZENDArchive Storage,refund,neutral
I seek money back for ZENDEnterprise Dedicated?,refund,neutral
Prepaid Plus isn't working,technical,neutral
How much does ZENDCloud VM Enterprise cost in Singapore,product,happy
ZENDFiber Home 300 Mbps experience is dreadful,complaint,neutral
Info on Postpaid Platinum service.,product,neutral
How much is ZENDFiber 1 Gbps in Thailand,product,happy
My ZENDFiber Home 100 Mbps failure.,technical,neutral
ZENDFiber Home 300 Mbps service is inferior,complaint,neutral
How much is ZENDFiber Home 300 Mbps in Singapore,product,neutral
I require reimbursement for ZENDStorage 10TB,refund,neutral
My ZENDBiz Connect 1G bill indicates $400,billing,neutral
Can't access my ZENDFiber 1 Gbps account,technical,neutral
Issue with statement for Postpaid Platinum,billing,neutral
I seek refund for Postpaid Silver,refund,neutral
ZENDBiz Connect 100 doesn't work,technical,neutral
Does ZENDCloud VM Basic 5G compatible,product,neutral
Process refund for my Prepaid Plus,refund,neutral
I want my money back for ZENDOffice Net 1G.,refund,neutral
Can't access ZENDSmart Parking service,technical,neutral
I require a reimbursement for ZENDFiber 1 Gbps,refund,neutral
Discontinue Prepaid Plus service and refund,refund,neutral
Postpaid Gold offline in USA,technical,neutral
Does ZENDSmart Lighting have business capabilities?,product,happy
Can you refund ZENDBiz Connect 1G.,refund,neutral
Current ZENDIndustrial Sensor billing has error.,billing,angry
ZENDSmart Lighting quality is substandard?,complaint,neutral
I would like a refund for ZENDCloud VM Pro,refund,neutral
Price of ZENDBiz Connect 100,product,neutral
I require return for ZENDFiber 1 Gbps,refund,neutral
ZENDStorage 1TB service is awful,complaint,angry
ZENDFiber Home 100 Mbps quality is appalling?,complaint,neutral
Extremely disappointed with ZENDSmart Traffic,complaint,neutral
Unable to log into ZENDSmart Parking.,technical,neutral
The Postpaid Gold statement indicates $36,billing,neutral
I require a reimbursement for ZENDFiber Home 300 Mbps.,refund,neutral
How much is ZENDOffice Net 500?,product,happy
What is Prepaid Unlimited,product,happy
Details about Prepaid Plus.,product,neutral
Details about ZENDArchive Storage,product,neutral
My ZENDStorage 1TB bill is $56?,billing,neutral
ZENDFiber Home 300 Mbps quality is substandard,complaint,neutral
ZENDStorage 10TB quality is terrible,complaint,angry
Current ZENDOffice Net 500 invoice has error.,billing,neutral
Tell me about ZENDBiz Connect 100 uptime guarantee,product,neutral
Why is my ZENDBiz Connect 100 invoice indicates $21,billing,neutral
Can't connect to my ZENDFleet IoT,technical,neutral
Can't access my ZENDStorage 10TB dashboard,technical,neutral
I am unhappy with ZENDSmart Parking,complaint,neutral
Cannot connect to ZENDBiz Connect 100,technical,neutral
Prepaid Basic is sluggish,technical,neutral
Can't log into ZENDBiz Connect 100 dashboard.,technical,neutral
I want a return for ZENDOffice Net 1G,refund,neutral
I need money back for ZENDFiber Home 300 Mbps.,refund,neutral
Cannot connect to ZENDBiz Connect 100 dashboard,technical,neutral
Why is my ZENDFiber Home 100 Mbps billing states $54,billing,neutral
Tell me about ZENDIndustrial Sensor,product,neutral
My ZENDFiber 1 Gbps malfunction.,technical,neutral
ZENDBiz Connect 100 connection drops,technical,neutral
Describe Prepaid Plus,product,happy
Cost of ZENDOffice Net 500.,product,neutral
My Postpaid Silver charge indicates $54,billing,neutral
My ZENDFiber Home 300 Mbps charge states $48,billing,neutral
Tell me about ZENDOffice Net 1G uptime guarantee,product,happy
ZENDOffice Net 500 service is substandard,complaint,neutral
Extremely disappointed with ZENDStorage 10TB,complaint,neutral
Terminate ZENDOffice Net 500 and refund.,refund,neutral
Why is my ZENDCloud VM Enterprise billing states $36,billing,neutral
Why is my ZENDFiber 1 Gbps statement indicates $110,billing,neutral
ZENDBiz Connect 100 is down in USA?,technical,neutral
Very disappointed with Prepaid Plus?,complaint,neutral
Why is my ZENDEnterprise Ultra bill indicates $48,billing,neutral
ZENDFleet IoT quality is disgusting?,complaint,neutral
Wrong billing for Postpaid Gold.,billing,angry
Unable to access my ZENDEnterprise Dedicated service,technical,neutral
I require return for ZENDOffice Net 1G,refund,neutral
Cannot connect to ZENDFiber Home 300 Mbps,technical,neutral
The ZENDFiber 1 Gbps invoice states $15,billing,neutral
I want return for Prepaid Plus.,refund,neutral
Can't log into my ZENDFiber 1 Gbps dashboard,technical,neutral
Can't log into ZENDArchive Storage service,technical,neutral
Refund my Postpaid Platinum.,refund,neutral
What's ZENDFiber Home 100 Mbps SLA,product,happy
Incorrect statement for ZENDCloud VM Enterprise,billing,angry
Low quality ZENDOffice Net 1G,complaint,neutral
Refund for ZENDCloud VM Enterprise - bought 3 days ago?,refund,neutral
Terrible service with ZENDFiber Home 300 Mbps,complaint,angry
I request reimbursement for Prepaid Unlimited.,refund,neutral
Cannot access ZENDStorage 1TB,technical,neutral
Unable to log into my ZENDBiz Connect 1G account.,technical,neutral
ZENDEnterprise Dedicated service is worst?,complaint,angry
The ZENDCloud VM Enterprise statement shows $44,billing,neutral
ZENDCloud VM Pro quality is appalling,complaint,neutral
Does Prepaid Plus support 5G,product,happy
Stop ZENDBiz Connect 100 service and refund,refund,neutral
My ZENDBiz Connect 500 statement states $300,billing,neutral
Cannot access my Prepaid Plus,technical,neutral
Cannot access ZENDFleet IoT service,technical,neutral
This month's ZENDIndustrial Sensor invoice is wrong?,billing,angry
Error in invoice for ZENDCloud VM Pro,billing,angry
Charged $120 for ZENDCloud VM Basic in Singapore,billing,neutral
Refund for ZENDBiz Connect 100 - within policy period,refund,neutral
This month's ZENDFiber Home 300 Mbps billing is incorrect,billing,neutral
Why is my ZENDFiber Home 300 Mbps charge indicates $21,billing,neutral
ZENDBiz Connect 100 very slow.,technical,neutral
Why is my ZENDBiz Connect 1G statement states $66,billing,neutral
The ZENDBiz Connect 1G statement shows $96,billing,neutral
What's the price of Postpaid Gold in USA,product,happy
Cannot log into ZENDBiz Connect 500 dashboard,technical,neutral
I'm dissatisfied with Postpaid Gold?,complaint,neutral
Horrible service with ZENDBiz Connect 1G,complaint,angry
Cannot reach ZENDFleet IoT dashboard,technical,neutral
Why is my ZENDSmart Parking billing states $150,billing,neutral
ZENDFiber Home 300 Mbps business capabilities,product,neutral
Unable to access my ZENDFiber Home 300 Mbps account,technical,neutral
What are the features of ZENDStorage 10TB,product,neutral
Horrible service with ZENDSmart Lighting,complaint,angry
My ZENDFiber Home 300 Mbps bill shows $70?,billing,neutral
Can't access my ZENDStorage 10TB account,technical,neutral
I am not satisfied with ZENDSmart Traffic,complaint,neutral
Postpaid Gold service is awful,complaint,angry
Appalling experience with Postpaid Gold,complaint,neutral
ZENDSmart Lighting quality is atrocious?,complaint,neutral
ZENDBiz Connect 500 is extremely slow?,technical,neutral
Very disappointed with ZENDCloud VM Basic service,complaint,neutral
Refund ZENDOffice Net 200,refund,neutral
I want a money back for ZENDBiz Connect 500.,refund,neutral
I would like return for ZENDCloud VM Enterprise,refund,neutral
Cost of ZENDFleet IoT in India,product,happy
Appalling quality with ZENDCloud VM Basic,complaint,neutral
Current ZENDCloud VM Pro charge has error,billing,angry
ZENDEnterprise Dedicated service is disgusting?,complaint,neutral
Can't connect to my Postpaid Silver dashboard.,technical,neutral
My ZENDIndustrial Sensor statement is $77,billing,neutral
ZENDOffice Net 1G is lagging,technical,neutral
Cancel Postpaid Silver and refund.,refund,neutral
Postpaid Silver is poor performance,technical,neutral
What is ZENDSmart Traffic FUP limit,product,happy
Can't access ZENDBiz Connect 100 account,technical,neutral
Get my money back for ZENDEnterprise Dedicated?,refund,neutral
Dissatisfied with ZENDBiz Connect 100 service?,complaint,neutral
Wrong charge for ZENDEnterprise Dedicated,billing,angry
Why is my ZENDCloud VM Pro bill is $12,billing,neutral
Unsatisfied with Prepaid Plus service?,complaint,neutral
I seek refund for ZENDCloud VM Pro,refund,neutral
I seek reimbursement for ZENDFiber Home 300 Mbps,refund,neutral
Mistake in bill for Postpaid Gold,billing,neutral
Why is my ZENDCloud VM Basic charge states $36,billing,neutral
Worst experience with Postpaid Platinum,complaint,angry
I'm unhappy with ZENDOffice Net 500,complaint,neutral
Tell me about ZENDBiz Connect 100.,product,neutral
The ZENDFiber Home 100 Mbps charge is $220?,billing,neutral
Money back for ZENDOffice Net 500,refund,neutral
What's Postpaid Gold FUP limit,product,neutral
ZENDOffice Net 200 experience is worst,complaint,angry
I was charged $54 for Prepaid Plus in India,billing,neutral
Why is my ZENDArchive Storage invoice states $500,billing,neutral
How much does ZENDSmart Lighting cost,product,neutral
This month's ZENDOffice Net 500 charge is wrong?,billing,angry
ZENDBiz Connect 500 is too many problems,complaint,neutral
Pathetic service with ZENDBiz Connect 500,complaint,angry
ZENDCloud VM Basic quality is disgusting?,complaint,neutral
My Prepaid Basic invoice shows $27?,billing,neutral
Very disappointed with ZENDOffice Net 500?,complaint,neutral
ZENDFiber Home 100 Mbps service is dreadful,complaint,neutral
Describe ZENDOffice Net 500,product,neutral
Why is my ZENDIndustrial Sensor charge shows $18?,billing,neutral
Discontinue ZENDStorage 1TB service and refund?,refund,neutral
Does ZENDBiz Connect 100 support enterprise features,product,neutral
My Prepaid Plus bill states $300,billing,neutral
Does ZENDOffice Net 200 support enterprise features,product,happy
I am dissatisfied with Prepaid Basic,complaint,neutral
Cannot connect to my Prepaid Unlimited account.,technical,neutral
My Prepaid Plus bill indicates $165.,billing,neutral
Does ZENDSmart Traffic support predictive maintenance?,product,neutral
ZENDSmart Parking refund - within policy period.,refund,neutral
ZENDFiber Home 300 Mbps service is disgusting,complaint,neutral
Error in invoice for ZENDArchive Storage,billing,angry
The Prepaid Plus invoice is $500,billing,neutral
I require a reimbursement for ZENDOffice Net 1G,refund,neutral
My Prepaid Basic bill states $300,billing,neutral
The ZENDCloud VM Basic charge shows $44,billing,neutral
I need a reimbursement for ZENDCloud VM Enterprise,refund,neutral
I seek reimbursement for Prepaid Plus,refund,neutral
Current ZENDEnterprise Ultra invoice is wrong,billing,neutral
"In India, my ZENDCloud VM Enterprise bill is $400",billing,neutral
Does ZENDOffice Net 1G have business capabilities?,product,neutral
Can't connect to ZENDFiber Home 300 Mbps service,technical,neutral
What are the features of ZENDEnterprise Dedicated have?,product,happy
ZENDEnterprise Ultra service is low?,complaint,neutral
Substandard quality Postpaid Gold,complaint,neutral
This month's ZENDIndustrial Sensor billing is wrong,billing,neutral
I want reimbursement for ZENDOffice Net 500.,refund,neutral
ZENDFiber 1 Gbps extremely slow,technical,neutral
Incorrect charge for ZENDOffice Net 500,billing,neutral
How much does ZENDSmart Lighting cost in Thailand,product,neutral
Please process refund for my ZENDFleet IoT.,refund,neutral
Postpaid Platinum refund - purchased 5 days ago,refund,neutral
ZENDEnterprise Ultra experience is horrible?,complaint,angry
I request return for ZENDBiz Connect 500,refund,neutral
Prepaid Basic service unavailable in Thailand.,technical,neutral
Can't access my ZENDArchive Storage service,technical,neutral
Why is my Prepaid Unlimited statement shows $300,billing,neutral
What's ZENDSmart Parking SLA guarantee?,product,happy
Cancel ZENDOffice Net 1G and refund.,refund,neutral
Prepaid Plus stopped working.,technical,neutral
Can't access my ZENDArchive Storage dashboard,technical,neutral
Postpaid Silver is sluggish?,technical,neutral
Tell me about ZENDStorage 1TB.,product,neutral
ZENDFiber Home 100 Mbps never works properly,complaint,neutral
What are the features of Postpaid Gold have,product,happy
I would like reimbursement for ZENDEnterprise Dedicated,refund,neutral
ZENDFleet IoT refund - under 7 days,refund,neutral
Cannot log into my ZENDEnterprise Dedicated service,technical,neutral
ZENDSmart Traffic constantly has issues,complaint,neutral
Why is my ZENDBiz Connect 500 invoice states $15,billing,neutral
My ZENDBiz Connect 500 bill shows $56,billing,neutral
Please refund ZENDOffice Net 200.,refund,neutral
Current Prepaid Basic bill is wrong,billing,neutral
ZENDStorage 10TB extremely slow,technical,neutral
Unable to log into my ZENDStorage 10TB account.,technical,neutral
Explain ZENDCloud VM Pro,product,happy
My ZENDStorage 10TB charge is $96,billing,neutral
Refund ZENDFleet IoT,refund,neutral
Abysmal experience with Prepaid Unlimited,complaint,neutral
My ZENDCloud VM Pro doesn't work,technical,neutral
ZENDBiz Connect 100 experience is disgusting?,complaint,neutral
ZENDStorage 10TB service is awful,complaint,angry
Can't connect to Prepaid Unlimited dashboard.,technical,neutral
Refund for ZENDOffice Net 1G - within 7-day window.,refund,neutral
My ZENDFleet IoT invoice is $9?,billing,neutral
Cannot log into ZENDFiber Home 100 Mbps,technical,neutral
Unsatisfied with ZENDStorage 1TB service,complaint,neutral
ZENDCloud VM Pro always problematic,complaint,neutral
Cannot reach my Postpaid Platinum account,technical,neutral
ZENDBiz Connect 500 doesn't work,technical,neutral
Explain ZENDCloud VM Basic service,product,happy
ZENDBiz Connect 100 quality is abysmal?,complaint,neutral
Dreadful experience with ZENDStorage 1TB.,complaint,neutral
I want a money back for ZENDStorage 10TB.,refund,neutral
Displeased with ZENDEnterprise Dedicated service?,complaint,neutral
Cannot connect to my ZENDBiz Connect 100 dashboard.,technical,neutral
Cannot log into my ZENDBiz Connect 500 service.,technical,neutral
I would like money back for ZENDEnterprise Dedicated?,refund,neutral
I want a money back for ZENDSmart Parking.,refund,neutral
I would like money back for ZENDFiber Home 300 Mbps,refund,neutral
Why is my ZENDCloud VM Enterprise bill shows $96,billing,neutral
Does ZENDFleet IoT have consolidated invoicing?,product,neutral
This month's ZENDSmart Traffic charge has error,billing,angry
Does ZENDArchive Storage have consolidated invoicing,product,neutral
What features does ZENDStorage 10TB?,product,neutral
What's the price of Prepaid Basic,product,neutral
What's ZENDOffice Net 500 service level,product,happy
Can't log into ZENDFiber Home 300 Mbps account,technical,neutral
Process refund for my ZENDIndustrial Sensor,refund,neutral
This month's ZENDBiz Connect 500 billing is incorrect,billing,angry
Tell me about ZENDCloud VM Pro uptime guarantee,product,neutral
ZENDCloud VM Pro poor performance,technical,neutral
Explain ZENDStorage 10TB service.,product,neutral
ZENDCloud VM Basic refund - under 7 days,refund,neutral
My ZENDEnterprise Dedicated charge shows $20,billing,neutral
My ZENDArchive Storage is broken,technical,neutral
Refund my ZENDCloud VM Basic,refund,neutral
Poor quality Postpaid Platinum,complaint,neutral
What's ZENDIndustrial Sensor fair usage policy?,product,happy
Unable to access my ZENDEnterprise Ultra account?,technical,neutral
Discontinue ZENDArchive Storage and refund,refund,neutral
How much is ZENDOffice Net 1G?,product,happy
Details about ZENDBiz Connect 100,product,neutral
Postpaid Silver predictive maintenance,product,happy
ZENDSmart Lighting keeps disconnecting,technical,neutral
Postpaid Silver not working in Thailand.,technical,neutral
The ZENDStorage 1TB billing shows $20,billing,neutral
ZENDFleet IoT refund - within 7 days,refund,neutral
I want reimbursement for ZENDSmart Parking,refund,neutral
Can't log into ZENDSmart Traffic,technical,neutral
My ZENDOffice Net 500 billing is $88,billing,neutral
Features of ZENDFiber 1 Gbps have,product,neutral
The ZENDCloud VM Pro charge indicates $12,billing,neutral
"In Thailand, my ZENDArchive Storage bill is $60",billing,neutral
The Prepaid Unlimited charge indicates $56.,billing,neutral
Explain ZENDSmart Lighting service.,product,happy
Error in invoice for ZENDSmart Traffic.,billing,neutral
ZENDOffice Net 200 service unavailable in India,technical,neutral
What's ZENDFleet IoT uptime guarantee?,product,happy
Terminate ZENDOffice Net 1G service and refund.,refund,neutral
The ZENDSmart Parking bill shows $30,billing,neutral
ZENDOffice Net 1G service is terrible,complaint,angry
What's ZENDStorage 1TB FUP limit,product,neutral
What's ZENDFiber Home 100 Mbps service level,product,neutral
Unable to log into Postpaid Gold dashboard,technical,neutral
Capabilities of Prepaid Unlimited,product,happy
How much is ZENDBiz Connect 100,product,happy
Can't access Postpaid Silver service,technical,neutral
Issue refund for my ZENDBiz Connect 100?,refund,neutral
What's ZENDFiber Home 300 Mbps FUP limit?,product,neutral
ZENDCloud VM Enterprise not working in Thailand,technical,neutral
Postpaid Platinum business capabilities,product,happy
ZENDEnterprise Ultra doesn't work?,technical,neutral
ZENDFiber 1 Gbps never works properly,complaint,neutral
