text,intent,sentiment
Details about ZENDFiber 1 Gbps and the 1TB FUP limit are provided .,product,neutral
This is unacceptable. Prepaid basic is slow.,complaint,angry
My ZENDMeet is not working.,technical,neutral
Warum is my bill 150 for ZENDStream?,billing,neutral
Can you process a refund for Prepaid Basic ?,refund,neutral
This month 's incorrect billing for ZENDFiber 1 GBbps .,billing,neutral
I can't access my Prepaid Basic dashboard .,technical,neutral
My prepaid basic dashboard can't be accessed.,technical,neutral
The ZENDCloud VM Pro service is down in India .,technical,neutral
Details about ZENDIndustrial Sensor and the 1TB FUP limit,product,neutral
Terrible experience with ZENDMeet .,complaint,angry
I want a refund for my ZENDIndustrial Sensor .,refund,neutral
"In Singapore, I was charged 120 for ZENDStream .",billing,neutral
Does Prepaid Basic support consolidated invoices?,product,happy
Incorrect billing for Prepaid Basic this month .,billing,neutral
RESPOND TO: ZENDFiber 1 Gbps Is the only ...,product,neutral
"For ZENDStream in the United States , I was charged 36 hours .",billing,neutral
I want to get a refund for my ZENDStream.,refund,neutral
Details about ZENDFiber 1 Gbps and the 1TB FUP limit.,product,neutral
Details about postpaid gold and the 1TB FUP limit.,product,neutral
Can you issue a refund for postpaid gold?,refund,neutral
I can't access my ZENDCloud VM Pro dashboard .,technical,neutral
Tell me more about ZENDFiber 1 Gbps .,product,neutral
Why is my bill 150 for ZENDMeet ?,billing,neutral
I am unhappy with my ZENDFiber 1 Gbps Service .,complaint,angry
Why is my bill 150 for ZENDMeet?,billing,neutral
Money returned for ZENDStream - it is within the 7-day window.,refund,neutral
My ZENDStream is not working.,technical,neutral
I want a refund on my prepaid basic payment .,refund,neutral
"YES, can you process a refund for the ZENDIndustrial Sensor?",refund,happy
The service of the ZENDCloud VM Pro is down in India .,technical,neutral
Then I was charged 36 for ZENDFiber 1 Gbps in the USA .,billing,neutral
Tell me more about ZENDFiber 1 Gbps .,product,neutral
"This is unacceptable, ZENDStream is slow.",complaint,angry
My Postpaid Gold is not working.,technical,neutral
Tell me more about ZENDMeet .,product,neutral
Why is my billing 120 for postpaid gold?,billing,neutral
Tell me more about ZENDMeet .,product,neutral
Details about the ZENDIndustrial Sensor and the 1TB FUP limit,product,neutral
Return my money for ZENDMeet - within the 7-day window.,refund,neutral
ZENDIndustrial Sensor service is not available in Thailand .,technical,neutral
"This is unacceptable , basic prepayment is slow.",complaint,angry
The ZENDMeet refund request is now active .,refund,happy
Incorrect billing for ZENDCloud VM Pro this month.,billing,neutral
I am unhappy with my ZENDIndustrial Sensor service.,complaint,angry
I was charged 120 dollars for basic Prepaid Services in Singapore .,billing,neutral
Immediately return my money for ZENDFiber 1 Gbps - it's within the 7-day window.,refund,neutral
The Prepaid Basic service in Thailand is up .,technical,neutral
"This month, incorrect billing for ZENDStream.",billing,neutral
Why is my bill 36 for ZENDMeet ?,billing,neutral
ZENDStream support SLA 99.9% ?,product,happy
I want a refund for my ZENDCloud VM Pro.,refund,neutral
The ZENDIndustrial Sensor service is down in Singapore.,technical,neutral
My ZENDStream is not working .,technical,neutral
I am unhappy with my ZENDMeet service .,complaint,angry
I am unhappy with my ZENDFiber 1 Gbps service .,complaint,angry
Can you process a refund for prepaid basic?,refund,neutral
Incorrect billing for ZENDCloud VM Pro in this month .,billing,neutral
"This is unacceptable, ZENDCloud VM Pro is slow.",complaint,angry
Tell me more about ZENDFiber 1 Gbps.,product,neutral
Can you request a refund for ZENDFiber 1 Gbps?,refund,neutral
Does ZENDIndustrial Sensor support SLA 99.9%?,product,happy
This month there was insufficient billing for Postpaid Gold.,billing,neutral
"This month , incorrect billing for ZENDCloud VM Pro has occurred.",billing,neutral
Details about ZENDMeet and the 1TB FUP limit are not available.,product,neutral
Postpaid gold service is down in Singapore .,technical,neutral
My ZENDFiber 1 Gbps is not working.,technical,neutral
The ZENDIndustrial Sensor service is down in India.,technical,neutral
Can you process a refund for pre-paid basic?,refund,neutral
Incorrect billing for ZENDStream this month .,billing,neutral
"This is unacceptable , ZENDCloud VM Pro is slow.",complaint,angry
Terrible experience with ZENDCloud VM Pro.,complaint,angry
I was charged 150 USD for ZENDFiber 1 Gbps in Thailand.,billing,neutral
Can you process a refund for Postpaid Gold?,refund,neutral
"This month , ZENDMeet was incorrectly reported .",billing,neutral
Tell me more about ZENDCloud VM Pro .,product,neutral
Tell me more about ZENDFiber 1 GB .,product,neutral
Why is my bill 36 for ZENDCloud VM Pro?,billing,neutral
The wrong billing for ZENDFiber 1 Gbps this month.,billing,angry
Details on ZENDIndustrial Sensor and the 1 TB FUP limit.,product,neutral
My ZENDMeet does not work .,technical,neutral
Why is my billed amount 36 for Postpaid gold?,billing,neutral
Tell me more about Prepaid Basic.,product,neutral
Details about Postpaid Gold and the 1TB FUP limit.,product,neutral
This is unacceptable - ZENDStream is slow.,complaint,angry
This month there is incorrect billing for ZENDCloud VM Pro .,billing,neutral
Details about prepaid basic and the 1TB FUP limit .,product,neutral
I was charged 120 for ZENDStream in Singapore.,billing,neutral
Support 5G Prepaid Basic data?,product,happy
My prepaid basic is not working properly .,technical,neutral
"This is unacceptable, ZENDFiber 1 Gbps is slow.",complaint,angry
Why my ZENDCloud VM Pro bill is 150 ?,billing,neutral
My money is returned for ZENDStream - it's within the 7 day window.,refund,neutral
Terrible experience with ZENDCloud VM Pro.,complaint,angry
Details about ZENDMeet and the 1TB FUP limit.,product,neutral
Details about Postpaid Gold and the 1TB FUP limit.,product,neutral
Does ZENDCloud VM Pro support predictive maintenance?,product,happy
Can you process a refund for ZENDStream ?,refund,neutral
In Thailand I was charged 150 for prepaid basic.,billing,neutral
Can you process a refund for ZENDIndustrial Sensor?,refund,neutral
My ZENDFiber 1 Gbps is not working.,technical,neutral
Details of the Prepaid Basic and the 1TB FUP limit .,product,neutral
Details about ZENDIndustrial Sensor and the 1TB FUP limit .,product,neutral
Terrible experience with the Prepaid Basic.,complaint,angry
 What ZENDMeet 5G data supports? ,product,happy
I am unhappy with my postpaid gold service .,complaint,angry
My Prepaid Basic is not working.,technical,neutral
Return my money for ZENDStream - it is within the 7-day window.,refund,neutral
Ich am unhappy with my ZENDCloud VM Pro service.,complaint,angry
I want a refund for my ZENDMeet.,refund,neutral
Describe more ZENDCloud VM Pro .,product,neutral
My ZENDFiber 1 Gbps is not working.,technical,neutral
Details about postpaid gold and the 1TB FUP limit .,product,neutral
Why is my bill 150 for Prepaid Basic?,billing,neutral
I am unhappy with my ZENDMeet service.,complaint,angry
I am not happy with my Prepaid Basic Service.,complaint,angry
Does ZENDStream support predictive maintenance?,product,happy
i can't access the dashboard of the ZENDIndustrial Sensor .,technical,neutral
Prepaid is slow.,complaint,neutral
Incorrect invoice for ZENDFiber 1 Gbps in this month,billing,neutral
Can you process a refund for Prepaid Basic ?,refund,neutral
The ZENDMeet service is down in Singapore .,technical,neutral
Does Prepaid Basic support 5G data?,product,happy
The ZENDCloud VM Pro service is down in the USA.,technical,neutral
My money returned to ZENDStream - it is within the 7-day window .,refund,neutral
Why my bill 60 is for ZENDMeet?,billing,neutral
I was charged 36 USD for the Prepaid Basic in USA .,billing,neutral
"This is unacceptable, Postpaid gold is slow.",complaint,angry
Why is my bill 120 for prepaid basic ?,billing,neutral
I can't access my ZENDIndustrial Sensor dashboard .,technical,neutral
Details about the ZENDCloud VM Pro and the 1TB FUP limit .,product,neutral
The Terrible Experience with ZENDFiber 1 Gbps .,complaint,angry
Return my money for ZENDStream - it is within the 7-day window.,refund,neutral
Can you process a refund for prepaid basic?,refund,neutral
My Postpaid Gold is not working.,technical,neutral
"This is unacceptable , Prepaid Basic is slow.",complaint,angry
Terrible experience with Prepaid Basic.,complaint,angry
"This is unacceptable, ZENDIndustrial Sensor is slow.",complaint,angry
Details about Postpaid Gold and the 1TB FUP limit,product,neutral
"This is unacceptable, the postpaid gold is slow.",complaint,angry
I can't access my ZENDFiber 1 Gbps dashboard.,technical,neutral
I was charged 36 for ZENDMeet in USA.,billing,neutral
I want a refund for my ZENDStream.,refund,neutral
Return my money for ZENDMeet - it is within 7 days of the window.,refund,neutral
My ZENDFiber 1 Gbps is not working.,technical,neutral
Incorrect billing for ZENDFiber 1 Gbps in this month,billing,neutral
My prepaid basic is not working.,technical,neutral
My ZENDCloud VM Pro is not working properly .,technical,neutral
For my ZENDIndustrial Sensor I need a refund .,refund,neutral
Why is my bill 60 for ZENDFiber 1 Gbps?,billing,neutral
How can I get a refund from ZENDIndustrial Sensor?,refund,neutral
"This is unacceptable, ZENDFiber 1 Gbps is slow.",complaint,angry
I want a refund for my ZENDMeet.,refund,neutral
Detail about ZENDCloud VM Pro and the 1TB FUP limit .,product,neutral
The ZENDCloud VM Pro service is down in Singapore.,technical,neutral
Terrible experience with ZENDCloud VM Pro.,complaint,angry
I want a refund for my ZENDIndustrial Sensor,refund,neutral
I want a refund for my ZENDStream.,refund,neutral
Tell me more about ZENDStream.,product,neutral
"This is unacceptable, ZENDMeet is slow.",complaint,angry
Tell me more about ZENDStream .,product,neutral
I am unhappy with my ZENDCloud VM Pro service.,complaint,angry
Details about ZENDStream and the 1TB FUP limit,product,neutral
I am unhappy with my pre-paid basic service.,complaint,angry
Can you process a refund for postpaid gold?,refund,neutral
Does prepaid basic support prevent maintenance ?,product,happy
Können you process a refund for postpaid gold?,refund,neutral
Details about ZENDMeet and the 1TB FUP limit.,product,neutral
I was charged 60 dollars in India for ZENDMeet.,billing,neutral
"In India, the ZENDMeet service is down.",technical,neutral
Details about ZENDMeet and the 1TB FUP limit .,product,neutral
Terrible experience with ZENDCloud VM Pro.,complaint,angry
I was charged for ZENDStream in USA at 136.,billing,neutral
I cannot access my ZENDCloud VM Pro dashboard.,technical,neutral
I want to get a refund for my pre-paid basic card.,refund,neutral
Details on prepaid basic and 1TB FUP limit,product,neutral
This is unacceptable. ZENDStream is slow.,complaint,angry
I was charged Rs 60 for ZENDStream in India .,billing,neutral
My ZENDStream is not working properly.,technical,neutral
Can you process a refund for ZENDFiber 1 Gbps ?,refund,neutral
In USA I was charged 36 for ZENDIndustrial Sensor .,billing,neutral
Return my money for ZENDFiber 1 Gbps - it's within the 7-day window.,refund,neutral
My ZENDIndustrial Sensor is not working.,technical,neutral
My ZENDCloud VM Pro is not working .,technical,neutral
Why is my bill 120 for ZENDFiber 1 Gbps ?,billing,neutral
Will ZENDStream support data from 5G?,product,happy
Can you process a refund for ZENDFiber 1 Gbps ?,refund,neutral
Return my money for ZENDMeet - it's within the 7-day window.,refund,neutral
I am unsatisfied with my ZENDMeet service.,complaint,angry
Ich am unhappy with my Prepaid Basic service.,complaint,angry
"With ZENDStream , I had a terrible experience .",complaint,angry
Tell me more about Prepaid Basic .,product,neutral
Can you process a refund for ZENDIndustrial Sensor ?,refund,neutral
I want a refund for my ZENDIndustrial Sensor.,refund,neutral
Tell me more about the ZENDIndustrial Sensor .,product,neutral
Why is my bill 150 for ZENDIndustrial Sensor?,billing,neutral
Incorrect billing for ZENDIndustrial Sensor in this month .,billing,neutral
My ZENDCloud VM Pro is not working.,technical,neutral
"In the USA, I was charged 36 for ZENDIndustrial Sensor.",billing,neutral
Does ZENDMeet support 5G data?,product,happy
In India I was charged 60 for ZENDFiber 1 Gbps .,billing,neutral
My ZENDStream is not working.,technical,neutral
Details about ZENDFiber 1 Gbps and the 1TB FUP limit .,product,neutral
"This is unacceptable, ZENDCloud VM Pro is slow.",complaint,angry
Postpaid Gold supports SLA 99.9% ?,product,happy
Does ZENDMeet support pre-ventive maintenance?,product,happy
ZENDIndustrial Sensor had a terrible experience .,complaint,angry
I need a refund for my ZENDCloud VM Pro.,refund,neutral
Details about ZENDFiber 1 Gbps and 1TB FUP limit.,product,neutral
Return my money to ZENDCloud VM Pro - it is within the 7 day window.,refund,neutral
I can't access my Prepaid Basic dashboard.,technical,neutral
I am unhappy with my Postpaid Gold service .,complaint,angry
I can't access my ZENDIndustrial Sensor Dashboard .,technical,neutral
Tell me more about ZENDIndustrial Sensor.,product,neutral
Details about the 1 Gbps ZENDFiber and the 1TB FUP limit .,product,neutral
My ZENDFiber 1 Gbps is not working.,technical,neutral
Does ZENDCloud VM Pro support predictive maintenance ?,product,happy
 Incorrect billing for ZENDMeet this month .,billing,neutral
Why my Bill 36 for Postpaid Gold?,billing,neutral
My ZENDStream is not working.,technical,neutral
Why is my bill 150 for ZENDCloud VM Pro?,billing,neutral
I want a refund for my ZENDStream.,refund,neutral
Supports ZENDFiber 1 Gbps SLA 99.9%?,product,happy
The service ZENDCloud VM Pro is out of service in Thailand.,technical,neutral
Warum is my bill 60 for Postpaid Gold ?,billing,neutral
I can't access my Postpaid Gold dashboard.,technical,neutral
I am unhappy with my ZENDStream service.,complaint,angry
Terrible experience with ZENDMeet.,complaint,angry
Can you process a refund for the Prepaid Basic plan?,refund,neutral
Why is my bill 36 for ZENDMeet?,billing,neutral
I was charged 120 for ZENDStream in Singapore .,billing,neutral
I am unhappy with my ZENDMeet service.,complaint,angry
"During this month, he incorrectly claimed to have received ZENDStream .",billing,neutral
I am unhappy with my prepaid basic service .,complaint,angry
I am unhappy with my ZENDCloud VM Pro Service .,complaint,angry
This is unacceptable and ZENDCloud VM Pro is slow.,complaint,angry
"This month, incorrect billing for ZENDCloud VM Pro .",billing,neutral
I can't access my Prepaid Basic dashboard .,technical,neutral
I am unhappy with the service from ZENDIndustrial Sensor .,complaint,angry
"Yes, Does ZENDMeet support SLA 99.9%?",product,happy
"This is unacceptable, the ZENDIndustrial Sensor is slow .",complaint,angry
This month ZENDStream has inaccurate billings.,billing,neutral
My ZENDMeet does not work .,technical,neutral
I can't access my pre-paid basic dashboard.,technical,neutral
"This is unacceptable, ZENDStream is slow.",complaint,angry
I can't access my ZENDMeet dashboard .,technical,neutral
My Postpaid Gold is not working.,technical,neutral
I can't access my ZENDCloud VM Pro Dashboard .,technical,neutral
My money is returned for ZENDCloud VM Pro - it is within the 7-day window.,refund,neutral
Tell me more about ZENDCloud VM Pro .,product,neutral
Can you process a refund for Postpaid Gold?,refund,neutral
Terrible experience with ZENDStream.,complaint,angry
Tell me more about ZENDStream.,product,neutral
This is unacceptable because ZENDCloud VM Pro is slow.,complaint,angry
Why is my bill 60 for ZENDFiber 1 Gbps?,billing,neutral
I am unhappy with my prepaid basic service.,complaint,angry
I was charged 120 for ZENDMeet in Singapore.,billing,neutral
Return my money for postpaid gold - it is within the 7-day window.,refund,neutral
Can you process a refund for ZENDMeet ?,refund,neutral
"This is inadmissible, ZENDCloud VM Pro is slow.",complaint,neutral
Details about Postpaid Gold and the 1 TB FUP limit,product,neutral
My ZENDIndustrial Sensor is not working.,technical,neutral
My money ? Return it for ZENDMeet - it is within the 7-day window .,refund,neutral
Tell me more about Postpaid gold .,product,neutral
Tell me more about Postpaid Gold.,product,neutral
Terrible experience with ZENDFiber 1 Gbps.,complaint,angry
My dashboard cannot access my ZENDStream .,technical,neutral
I want a refund for my ZENDMeet.,refund,neutral
#NAME?,refund,neutral
Does prepaid basic support SLA 99.9,product,happy
My money will be returned for Postpaid Gold - it is within the 7-day window.,refund,neutral
The ZENDIndustrial Sensor service is not available in India.,technical,neutral
I want a refund for my ZENDMeet .,refund,neutral
My ZENDStream is not working.,technical,neutral
Terrible experience with ZENDMeet .,complaint,angry
Terrible experience with postpaid gold .,complaint,angry
The ZENDStream service is down in the US.,technical,neutral
In Singapore the ZENDIndustrial Sensor service is offline.,technical,neutral
Details about ZENDStream and the 1TB FUP limit .,product,neutral
Details about ZENDStream and the 1TB FUP limit .,product,neutral
Why is my bill 120 for ZENDFiber 1 Gbps ?,billing,neutral
This is unacceptable. ZENDFiber 1 Gbps is slow.,complaint,angry
What does support ZENDMeet Consolidated Invoicing?,product,happy
"This is unacceptable, ZENDStream is slow.",complaint,angry
Why is my bill for ZENDIndustrial Sensor 36 ?,billing,neutral
I can not access my ZENDMeet dashboard.,technical,neutral
I want to return my ZENDMeet .,refund,neutral
Terrible experience with ZENDCloud VM Pro .,complaint,angry
The postpaid gold service is down in Thailand.,technical,neutral
"This is unacceptable, ZENDIndustrial Sensor is slow.",complaint,angry
Terrible experience with ZENDFiber 1 Gbps .,complaint,angry
Why my bill for postpaid gold is 36?,billing,neutral
Tell me more about ZENDStream .,product,neutral
It cannot access the dashboard of my ZENDCloud VM Pro .,technical,neutral
I want to refund my ZENDIndustrial Sensor.,refund,neutral
Terrible experience with ZENDMeet.,complaint,angry
The ZENDCloud VM Pro service is down in Thailand .,technical,neutral
Incorrect billing for prepaid basic this month.,billing,neutral
I am unhappy with the ZENDCloud VM Pro service.,complaint,angry
Return my money for Postpaid Gold - it's within the 7-day window.,refund,neutral
Does ZENDFiber support 1 Gbps Consolidated Invoicing?,product,happy
"This month, incorrect billing for ZENDCloud VM Pro .",billing,neutral
Return my money for Postpaid Gold - it is within the 7-day window .,refund,neutral
Details about the ZENDStream and the 1TB FUP limit .,product,neutral
I can't access my Prepaid Basic Dashboard.,technical,neutral
In USA I was charged for ZENDMeet 36 times.,billing,neutral
"This month, incorrect billing for Prepaid Basic.",billing,neutral
I can return my money to ZENDStream within the 7 day window .,refund,neutral
My ZENDStream is not working.,technical,neutral
I can't access my ZENDMeet dashboard .,technical,neutral
Terrible experience with ZENDMeet.,complaint,angry
I want a refund for my postpaid gold.,refund,neutral
Tell me more about Postpaid Gold .,product,neutral
In Thailand I was charged 150 for ZENDFiber 1 Gbps .,billing,neutral
I was charged 120 s for basic pre-paid in Singapore .,billing,neutral
i am unhappy with my ZENDMeet service .,complaint,angry
My ZENDIndustrial Sensor is not working.,technical,neutral
"This is inhumane, the ZENDIndustrial Sensor is slow .",complaint,neutral
Why is my bill 60 for ZENDFiber 1 Gbps?,billing,neutral
My money for ZENDCloud VM Pro was returned - it is within the 7-day window .,refund,neutral
This month incorrect billing for Postpaid Gold .,billing,neutral
"This is unacceptable, ZENDCloud VM Pro is slow.",complaint,angry
"This is inconvenient, ZENDIndustrial Sensor is slow.",complaint,angry
Does Postpaid Gold support 5G data ?,product,happy
Tell me more about Prepaid Basic.,product,neutral
I want a refund for my ZENDIndustrial Sensor .,refund,neutral
"This is inacceptable, ZENDMeet is slow.",complaint,neutral
The ZENDMeet service in Thailand is drained.,technical,angry
My ZENDCloud VM Pro does not work.,technical,neutral
Details about ZENDMeet and the limit of 1TB FUP .,product,neutral
Why is my bill 150 for Postpaid Gold?,billing,neutral
My money for ZENDCloud VM Pro is returned within the 7-day window .,refund,neutral
Tell me more about postpaid gold.,product,neutral
Details about Prepaid Basic and 1TB FUP Limit .,product,neutral
I cannot access my ZENDFiber 1 Gbps dashboard .,technical,neutral
I was charged 36 for ZENDStream in the USA .,billing,neutral
This is unacceptable. Prepaid basic is slow .,complaint,angry
Why is my bill 60 for ZENDMeet?,billing,neutral
Terrible experience with ZENDMeet .,complaint,angry
The incorrect billing for ZENDCloud VM Pro this month .,billing,neutral
Can you process a refund for ZENDFiber 1 Gbps?,refund,neutral
Incorrect billing for ZENDIndustrial Sensor this month.,billing,neutral
I was charged 120 for ZENDStream in Singapore.,billing,neutral
For ZENDFiber 1 Gbps I was charged 150 Euro in Thailand .,billing,neutral
Postpaid Gold support SLA 99.9% ?,product,happy
Tell me more about the postpaid gold .,product,neutral
Terrible experience with ZENDIndustrial Sensor.,complaint,angry
Terrible experience with ZENDIndustrial Sensor.,complaint,angry
Why is my bill for Postpaid gold 60?,billing,neutral
The ZENDCloud VM Pro service is down in Thailand .,technical,neutral
"This is unacceptable, ZENDStream is slow.",complaint,angry
Tell me more about Prepaid Basic .,product,neutral
I am unhappy with the Postpaid Gold service .,complaint,angry
Does ZENDIndustrial Sensor support SLA 99.9%?,product,happy
Why is my Bill 150 for Postpaid Gold?,billing,neutral
Return my money for ZENDFiber 1 Gbps - it's within the 7-day window.,refund,neutral
My ZENDFiber 1 Gbps is not working.,technical,neutral
My ZENDMeet is not working.,technical,neutral
ZENDMeet supports Consolidated Invoicing ?,product,happy
I was charged 120 for ZENDIndustrial Sensor in Singapore .,billing,neutral
Can you issue a refund for prepaid basic?,refund,neutral
I was charged 120 for Postpaid Gold in Singapore .,billing,neutral
Why is my bill 60 for ZENDStream?,billing,neutral
I was charged 60 dollars for ZENDCloud VM Pro in India.,billing,neutral
With my postpaid gold service I am unhappy .,complaint,angry
  why is my bill 60 for ZENDCloud VM Pro ?,billing,neutral
Return my money to ZENDIndustrial Sensor - it is within the 7-day window.,refund,neutral
The ZENDMeet service in Thailand is down .,technical,neutral
Return my money for ZENDFiber 1 Gbps - it's within the 7-day window .,refund,neutral
This is unacceptable - ZENDStream is slow.,complaint,angry
More about ZENDStream tell me,product,neutral
I want a refund for my ZENDStream.,refund,neutral
The basic prepaid service is down in the USA .,technical,neutral
Does the ZENDIndustrial Sensor support pre-predictive maintenance?,product,happy
ZENDStream service is down in Thailand .,technical,neutral
This month is incorrect billing for Postpaid Gold .,billing,neutral
I want a refund for my ZENDMeet.,refund,neutral
I can't access my dashboard from ZENDMeet .,technical,neutral
The money is returned for ZENDMeet - it's within the 7-day window .,refund,neutral
Sage me more about ZENDFiber 1 Gbps .,product,neutral
Return my money for ZENDFiber 1 Gigabit - it is within the 7-day window .,refund,neutral
My ZENDStream is not working.,technical,neutral
"For Postpaid gold in Singapore, I was charged 120 .",billing,neutral
I can't access my pre-paid basic dashboard .,technical,neutral
Raise my money for ZENDIndustrial Sensor - It's within 7-day window .,refund,neutral
Details about the ZENDCloud VM Pro and the 1TB FUP limit .,product,neutral
This month incorrect billing for ZENDStream .,billing,neutral
Terrible experience with Prepaid Basic,complaint,angry
Does the ZENDIndustrial Sensor support predictive maintenance?,product,happy
Terrible experience with ZENDMeet .,complaint,angry
The ZENDFiber 1 Gbps service in India is down.,technical,neutral
Incorrect billing for ZENDCloud VM Pro for this month.,billing,neutral
Return my money for the ZENDIndustrial Sensor - it's within the 7-day window .,refund,neutral
Does ZENDIndustrial Sensor support pre-determined maintenance?,product,happy
Do Postpaid Gold support consolidated invoicing?,product,happy
"This is unacceptable, Postpaid Gold is slow.",complaint,angry
Ich am unhappy with my service ZENDIndustrial Sensors .,complaint,angry
Supports ZENDIndustrial Sensor Consolidated Invoicing?,product,happy
My money for ZENDIndustrial Sensor returns - it's within the 7-day window .,refund,neutral
 I have a terrible experience with ZENDMeet .,complaint,angry
Tell me more about ZENDCloud VM Pro .,product,neutral
Supports postpaid gold SLA 99.9%?,product,happy
Does Postpaid Gold support Consolidated Invoicing?,product,happy
"This is unacceptable, ZENDMeet is slow.",complaint,angry
Return my money to ZENDStream - it is within the 7 day window .,refund,neutral
I can't access my postpaid Gold dashboard .,technical,neutral
Incorrect billing for Postpaid Gold this month.,billing,neutral
Can you process a refund for ZENDCloud VM Pro ?,refund,neutral
Return my money for ZENDCloud VM Pro - it's within the 7-day window.,refund,neutral
In Singapore the ZENDFiber 1 Gbps service is down.,technical,neutral
My ZENDFiber 1 Gbps is not working .,technical,neutral
My ZENDCloud VM Pro is not working .,technical,neutral
Tell me more about ZENDIndustrial Sensor .,product,neutral
My ZENDMeet is not working .,technical,neutral
I can't access my ZENDIndustrial Sensor dashboard.,technical,neutral
Details about Postpaid Gold and the 1TB FUP limit .,product,neutral
"In Thailand, I was charged 150 for postpaid gold .",billing,neutral
Does ZENDIndustrial Sensor support SLA 99.9 %?,product,happy
Details about ZENDCloud VM Pro and the 1TB FUP limit,product,neutral
Tell me more about the ZEND Industrial Sensor .,product,neutral
I am unhappy with my ZENDCloud VM Pro service.,complaint,angry
Tell me more about Postpaid Gold.,product,neutral
My ZENDCloud VM Pro dashboard is not accessible .,technical,neutral
I want a refund for my ZENDFiber 1 Gbps .,refund,neutral
This is unacceptable. ZENDStream is slow.,complaint,angry
Is it possible to claim a refund for pre-paid basic ?,refund,neutral
Why is my bill 150 for ZENDIndustrial Sensors?,billing,neutral
Details about ZENDMeet and the 1TB FUP limit .,product,neutral
I am unhappy with my postpaid gold service.,complaint,angry
The ZENDFiber 1 Gbps service in India is down.,technical,neutral
Supports the ZENDIndustrial Sensor 5G data?,product,happy
Does ZENDIndustrial Sensor support 5G data ?,product,happy
I can't access my Prepaid Basic dashboard .,technical,neutral
Tough experience with ZENDFiber 1 Gbps.,complaint,neutral
Can you process a refund for prepaid basic?,refund,neutral
I was charged 36 for ZENDStream in the USA .,billing,neutral
Can you process a refund for ZENDStream?,refund,neutral
I can't access my pre-paid basic dashboard .,technical,neutral
I need more information on ZENDFiber 1 Gbps.,product,neutral
Details about ZENDFiber 1 Gbps and the 1TB FUP limit .,product,neutral
ZENDMeet has caused us a terrible experience .,complaint,angry
Why is my bill for Postpaid gold 36?,billing,neutral
Terrible experience with ZENDFiber 1 Gbps.,complaint,angry
I want to be refunded for my Postpaid Gold.,refund,neutral
The ZENDStream service is down in Thailand.,technical,neutral
I can't access my prepaid Basic dashboard .,technical,neutral
My money is returned for ZENDCloud VM Pro - it's within the 7-day window .,refund,neutral
Does ZENDCloud VM Pro SLA 99.9% support?,product,happy
I am unsatisfied with my ZENDFiber 1 Gbps service .,complaint,angry
Does ZENDMeet support predictive maintenance ?,product,happy
Supports ZENDFiber 1 Gbps Consolidated Invoicing ?,product,happy
Supports ZENDMeet Predictive Maintenance ?,product,happy
Incorrect billing for prepaid basic this month .,billing,neutral
I am unhappy with my ZENDCloud VM Pro service .,complaint,angry
I am unhappy with my ZENDStream service .,complaint,angry
I was charged Rs 60 in India for ZENDIndustrial Sensors .,billing,neutral
Terrible experience with ZENDStream .,complaint,angry
I cannot access my ZENDCloud VM Pro dashboard .,technical,neutral
Can you process a refund for ZENDFiber 1 Gbps?,refund,neutral
I am unhappy with my ZENDStream service .,complaint,angry
"This month, ZENDStream was incorrectly invoiced .",billing,neutral
My ZENDFiber service is 1 Gbps which is unhappy to me.,complaint,angry
This month was incorrect billing for Postpaid Gold.,billing,neutral
Can't access my basic Prepaid Dashboard .,technical,neutral
Incorrect billing for ZENDMeet this month .,billing,neutral
Terrible experience with ZENDMeet.,complaint,angry
"This is unacceptable, ZENDIndustrial Sensor is slow.",complaint,angry
I was charged 120 in Singapore for prepaid basic.,billing,neutral
Why is my bill 120 for Postpaid Gold ?,billing,neutral
"This month, Postpaid Gold has the incorrect billing.",billing,neutral
Tell me more about Prepaid Basic .,product,neutral
Incorrect billing for ZENDIndustrial Sensor this month,billing,neutral
Supports Prepaid Basic 5G data?,product,happy
"For postpaid gold in the United States, I was charged 36.",billing,neutral
Terrible experience with ZENDMeet .,complaint,angry
My prepaid basic is not working.,technical,neutral
Warum my bill 120 for ZENDFiber 1 Gbps is?,billing,neutral
I am unhappy with my ZENDMeet service.,complaint,angry
I can't access my ZENDStream dashboard.,technical,neutral
This is unacceptable because ZENDStream is slow.,complaint,angry
But I cannot access my ZENDStream dashboard.,technical,neutral
My ZENDCloud VM Pro is not working.,technical,neutral
Terrible experience with ZENDIndustrial Sensor.,complaint,angry
Why is my bill 36 for ZENDStream?,billing,neutral
Terrible experience with Prepaid Basic.,complaint,angry
Tell me more about ZENDCloud VM Pro .,product,neutral
Postpaid Gold is in Singapore.,technical,neutral
Return my money for the ZENDIndustrial Sensor - it is within the 7-day window.,refund,neutral
I want a refund for my ZENDCloud VM Pro .,refund,neutral
Ich am unhappy with my ZENDMeet service .,complaint,angry
I want a refund for my postpaid Gold.,refund,neutral
Tell me more about ZENDStream.,product,neutral
Tell me more about ZENDCloud VM Pro.,product,neutral
Details about Prepaid Basic and the limit of 1TB FUP .,product,neutral
I can't access my ZENDIndustrial Sensor Dashboard.,technical,neutral
Terrible experience with ZENDCloud VM Pro .,complaint,angry
Does Prepaid Basic support 5G data ?,product,happy
For ZENDMeet I was charged 36 in the USA .,billing,neutral
I am unhappy with my ZENDCloud VM Pro service.,complaint,angry
I can't access my ZENDMeet dashboard .,technical,neutral
Details about ZENDMeet and the 1TB FUP limits .,product,neutral
